country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Andorra,AND,2/18/21,,,,,87,,,,1126,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
Andorra,AND,2/19/21,2141,2141,,,74,2.77,2.77,,958,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12450-els-casos-actius-per-covid-19-baixen-de-400-per-primer-cop-des-del-setembre
United Kingdom,AIA,2/4/21,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/5/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/6/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/7/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/8/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/9/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/10/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/11/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/12/21,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/13/21,1341,1341,,,149,8.94,8.94,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
United Kingdom,AIA,2/14/21,2762,2762,,1421,331,18.41,18.41,,22064,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1395958984092007?__tn__=%2CO*F
Argentina,ARG,12/29/20,700,,,,,0,,,,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,12/30/20,,,,,15656,,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,12/31/20,32013,,,,15656,0.07,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/1/21,,,,,11070,,,,245,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/2/21,,,,,8776,,,,194,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/3/21,,,,,7400,,,,164,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/4/21,39599,,,,6483,0.09,,,143,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/5/21,,,,,7984,,,,177,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/6/21,,,,,8173,,,,181,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/7/21,,,,,8363,,,,185,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/8/21,107542,,,,10519,0.24,,,233,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/9/21,,,,,11942,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/10/21,,,,,13365,,,,296,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/11/21,,,,,14788,,,,327,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/12/21,,,,,14056,,,,311,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/13/21,166833,,,,13323,0.37,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/14/21,,,,,13320,,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/15/21,200759,,,,13317,0.44,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/16/21,,,,,12971,,,,287,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/17/21,,,,,12624,,,,279,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/18/21,,,,,12278,,,,272,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/19/21,,,,,11932,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/20/21,247933,243539,4394,,11586,0.55,0.54,0.01,256,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/21/21,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/22/21,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/23/21,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/24/21,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/25/21,292386,260122,32264,363,9046,0.65,0.58,0.07,200,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/26/21,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/27/21,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/28/21,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/29/21,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/30/21,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/31/21,,,,,11299,,,,250,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/1/21,375851,281577,94274,,11924,0.83,0.62,0.21,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/2/21,,,,,11475,,,,254,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/3/21,396562,284196,112366,,11218,0.88,0.63,0.25,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/4/21,444018,297717,146301,47456,16574,0.98,0.66,0.32,367,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/5/21,,,,,16238,,,,359,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/6/21,471383,307501,163882,,15000,1.04,0.68,0.36,332,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/7/21,501152,319316,181836,29769,18576,1.11,0.71,0.4,411,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/8/21,511582,322318,189264,10430,19390,1.13,0.71,0.42,429,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/9/21,513178,322975,190203,1596,18139,1.14,0.71,0.42,401,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/10/21,535303,337772,197531,22125,19820,1.18,0.75,0.44,439,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/11/21,572928,362649,210279,37625,18416,1.27,0.8,0.47,407,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/12/21,591632,368023,223609,18704,19133,1.31,0.81,0.49,423,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/13/21,606245,371629,234616,14613,19266,1.34,0.82,0.52,426,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/14/21,609605,372122,237483,3360,15493,1.35,0.82,0.53,343,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/15/21,609791,372181,237610,186,14030,1.35,0.82,0.53,310,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/16/21,611169,373253,237916,1378,13999,1.35,0.83,0.53,310,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/17/21,612322,374002,238320,1153,11003,1.35,0.83,0.53,243,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/18/21,635583,392399,243184,23261,8951,1.41,0.87,0.54,198,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/19/21,668654,414958,253696,33071,11003,1.48,0.92,0.56,243,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/20/21,707148,445614,261534,38494,14415,1.56,0.99,0.58,319,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/21/21,720267,456929,263338,13119,15809,1.59,1.01,0.58,350,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Austria,AUT,1/10/21,,6784,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/11/21,,11559,,,,,0.13,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/12/21,,13172,,,,,0.15,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/13/21,21259,20064,,,,0.24,0.22,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/14/21,47087,29359,,25828,6457,0.52,0.33,,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/15/21,67473,39751,,20386,9243,0.75,0.44,,1026,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/16/21,76066,50402,,8593,9134,0.84,0.56,,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/17/21,82005,55450,,5939,8678,0.91,0.62,,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/18/21,88973,60708,304,6968,9673,0.99,0.67,0,1074,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/19/21,97389,70474,1034,8416,10876,1.08,0.78,0.01,1208,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/20/21,127354,86888,2007,29965,15156,1.41,0.96,0.02,1683,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/21/21,152843,105038,3214,25489,15108,1.7,1.17,0.04,1677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/22/21,163692,121216,3540,10849,13746,1.82,1.35,0.04,1526,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/23/21,168700,132105,4243,5008,13233,1.87,1.47,0.05,1469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/24/21,171416,135249,4289,2716,12773,1.9,1.5,0.05,1418,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/25/21,177179,137044,4306,5763,12601,1.97,1.52,0.05,1399,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/26/21,187606,146587,4346,10427,12888,2.08,1.63,0.05,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/27/21,191749,153859,5126,4143,9199,2.13,1.71,0.06,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/28/21,198091,163806,5633,6342,6464,2.2,1.82,0.06,718,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/29/21,208878,174262,7157,10787,6455,2.32,1.93,0.08,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/30/21,220647,183628,13551,11769,7421,2.45,2.04,0.15,824,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/31/21,224792,185291,15207,4145,7625,2.5,2.06,0.17,847,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/1/21,227802,186479,15866,3010,7232,2.53,2.07,0.18,803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/2/21,241258,189926,19062,13456,7665,2.68,2.11,0.21,851,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/3/21,252707,194287,28233,11449,8708,2.81,2.16,0.31,967,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/4/21,262079,198912,39329,9372,9141,2.91,2.21,0.44,1015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/5/21,277431,202160,50669,15352,9793,3.08,2.24,0.56,1087,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/6/21,284578,208144,62123,7147,9133,3.16,2.31,0.69,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/7/21,289954,210239,66621,5376,9309,3.22,2.33,0.74,1034,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/8/21,298195,212062,71135,8241,10056,3.31,2.35,0.79,1117,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/9/21,311221,215592,78852,13026,9995,3.46,2.39,0.88,1110,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/10/21,329881,219286,90983,18660,11025,3.66,2.43,1.01,1224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/11/21,343069,224467,106450,13188,11570,3.81,2.49,1.18,1285,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/12/21,365414,229317,122349,22345,12569,4.06,2.55,1.36,1396,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/13/21,368766,236728,136564,3352,12027,4.09,2.63,1.52,1335,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/14/21,374034,241795,141922,5268,12011,4.15,2.68,1.58,1334,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/15/21,402986,242625,143889,28952,14970,4.47,2.69,1.6,1662,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/16/21,418055,247553,151477,15069,15262,4.64,2.75,1.68,1695,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/17/21,444836,253854,160094,26781,16422,4.94,2.82,1.78,1823,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/18/21,466029,266191,174350,21193,17566,5.17,2.96,1.94,1950,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/19/21,486888,277204,184366,20859,17353,5.41,3.08,2.05,1927,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/20/21,498476,288601,193620,11588,18530,5.53,3.2,2.15,2057,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2/21/21,,298199,195539,,17777,,3.31,2.17,1974,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Azerbaijan,AZE,1/17/21,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/18/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/19/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/20/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/21/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/22/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/23/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/24/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/25/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/26/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/27/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/28/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/29/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/30/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,1/31/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2/1/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2/2/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2/3/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2/4/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2/5/21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
